N do Patrimonio,Descricao do Bem,Quantidade,Localizacao,N Nota Fiscal,Data de Aquisicao,Data  de  Saida,Fornecedor,Valor R$,Grau de Depreciacao
,Cadeira de Rodas Pneu Macico,1,obra social,135110119591301,3/11/2011,,Procare,R$ 256.00,A - otimo
,Cadeira de Rodas Pneu Macico,1,obra social,135110119591301,3/11/2011,,Procare,R$ 256.00,A - otimo
,Cadeira de Rodas Pneu Macico,1,obra social,135110119591301,3/11/2011,,Procare,R$ 256.00,A - otimo
,Cadeira de Rodas Pneu Macico,1,obra social,135110119591301,3/11/2011,,Procare,R$ 256.00,A - otimo
,Cadeira de Rodas Pneu Macico,1,obra social,135110119591301,3/11/2011,,Procare,R$ 256.00,A - otimo
,Cadeira de Banho,0,obra social,135110119591301,3/11/2011,,Procare,R$ 143.00,A - otimo
,Cadeira de Banho,1,obra social,135110119591301,3/11/2011,,Procare,R$ 143.00,A - otimo
,Andador Articulador,2,obra social,135110119591301,3/11/2011,,Procare,R$ 172.00,A - otimo
,Andador Articulador,1,obra social,135110119591301,3/11/2011,,Procare,R$ 87.00,A - otimo
,Andador Articulador,1,obra social,135110119591301,3/11/2011,,Procare,R$ 87.00,A - otimo
,Andador Articulador,1,obra social,135110119591301,3/11/2011,,Procare,R$ 87.00,A - otimo
,Andador Articulador,1,obra social,135110119591301,3/11/2011,,Procare,R$ 87.00,A - otimo
,Peça Rete D700,1,obra social,39,5/23/2011,,odonmed-Vale,R$ 350.00,A - otimo
,Caixa de Proteçao,16,obra social,2770,10/28/2011,,JR Informtica,R$ 700.80,A - otimo
,Distribuidor DV 12000,1,obra social,2771,10/29/2011,,JR Informtica,R$ 1890.00,A - otimo
,conversor,2,obra social,2772,10/30/2011,,JR Informtica,R$ 5300.00,A - otimo
,camera color 420 lhs,16,obra social,2773,10/31/2011,,JR Informtica,R$ 3785.00,A - otimo
,fonte 1a cftv,16,obra social,2774,11/1/2011,,JR Informtica,R$ 400.00,A - otimo
,Monitor AoC LCD 2036A,1,obra social,2775,11/2/2011,,JR Informtica,R$ 445.00,A - otimo
,Mouse MTEKwisecase usb,1,obra social,2776,11/3/2011,,JR Informtica,R$ 20.00,A - otimo
,Projetor Epson,1,obra social,2777,11/4/2011,,JR Informtica,R$ 4058.00,A - otimo
,Telao de 100 2 x 1.50,1,obra social,2778,11/5/2011,,JR Informtica,R$ 1850.00,A - otimo
,conector Blindado,2,obra social,2779,11/6/2011,,JR Informtica,R$ 30.00,A - otimo
,Tela 200 eletrica std controle,,obra social,3085,3/17/2009,,Visual Service Ltda,R$ 4580.00,A - otimo
,Cadeira Giratoria com braço cinza,,obra social,1910,3/10/2009,,Art Moveis,R$ 1500.00,A - otimo
,Cadeira Giratoria com braço cinza,,obra social,1910,3/10/2009,,Art Moveis,R$ 1500.00,A - otimo
,PT Guarda Chuva Jetson e spaguete medio,,obra social,47713,4/28/2009,,Tok & Stok,R$ 640.92,A - otimo
,ar condicionado????,,obra social,3970,2/12/2009,,MYZ Comercio de Ar cCond Ltda,R$ 6185.00,A - otimo
,otoscopio Tk Mikatos,,obra social,1383,5/25/2012,,Pro Care Distr Equip Hospitalar,R$ 280.00,A - otimo
,Esfigmo de Botao,,obra social,1383,5/25/2012,,Pro Care Distr Equip Hospitalar,R$ 63.00,A - otimo
,Lanterna Clinica,,obra social,1383,5/25/2012,,Pro Care Distr Equip Hospitalar,R$ 10.00,A - otimo
,Esteto Colorido,,obra social,1383,5/25/2012,,Pro Care Distr Equip Hospitalar,R$ 30.00,A - otimo
,Bebedouro,3,obra social,2504,5/14/2012,,IBC Industria de Bebedouro  Ltda,R$ 5655.00,A - otimo
,Quadro de Aviso 2400 x 1100,12,obra social,155,5/11/2012,,Marcenaria Panorama,R$ 8333.33,A - otimo
,Balança Digital BR RCS-02c,1,obra social,156151,3/10/2010,,Leroy,R$ 78.25,A - otimo
,,,,,,,,,
,ToTAL,,,,,,,R$ 637546.15,




,,,,,,,Dados do Daniel em 05/12/2016,,
,,,,,,,contabilidade até 31/12/2015 é de R$ 442217.85,,
